OMIM	HGNC Approved Gene Symbol	Cytogenetic location
300103	SHROOM2	Xp22.3
300104	GDI1	Xq28
300105	SMS	Xp22.1
300106	NA	NA
300107	BRS3	Xq26.3
300108	DIAPH2	Xq22
300109	PPEF1	Xp22
300110	CACNA1F	Xp11.23
300111	PRICKLE3	Xp11.23
300112	PLP2	Xp11.23
300113	NA	NA
300114	NA	NA
300115	NA	NA
300116	MTCP1	Xq28
300117	NAP1L3	Xq21.3-q22
300118	ARHGAP6	Xp22.3
300119	IL13RA1	Xq24
300120	MAMLD1	Xq28
300121	DCX	Xq22.3-q23
300122	NA	NA
300123	NA	NA
300124	GTPBP6	Xp22.33 and Yp11.32
300125	NA	NA
300126	DKC1	Xq28
300127	OPHN1	Xq12
300128	KDM6A	Xp11.2
300129	NA	NA
300130	IL13RA2	Xq23
300131	PLS3	Xq23
300132	TRO	Xp11.22-p11.21
300133	VBP1	Xq28
300134	DUSP9	Xq28
300135	ABCB7	Xq13.3
300136	NA	NA
300137	IGSF1	Xq25
300138	CLIC2	Xq28
300139	IGBP1	Xq13.1-q13.3
300140	NA	NA
300141	NA	NA
300142	PAK3	Xq22.3
300143	NA	NA
300144	GLUD2	Xq24-q25
300145	XPNPEP2	Xq25
300146	CAPN6	Xq23
300147	NA	NA
300148	NA	NA
300149	CITED1	Xq13.1
300150	SLC25A5	Xq24
300151	SLC25A6	Xp22.32 and Yp11.3
300152	MAGEB3	Xp21.3
300153	MAGEB4	Xp21.3
300154	ESX1	Xq22.2
300155	NA	NA
300156	CTAG1B	Xq28
300157	ACSL4	Xq22.3-q23
300158	NA	NA
300159	TMSB4X	Xp22.2
300160	DDX3X	Xp11.3-p11.23
300161	EIF2S3	Xp22.2-p22.1
300162	ASMTL	Xp22.3 and Yp11.3
300163	FHL1	Xq26.3
300164	INE1	Xp11.4-p11.3
300165	INE2	Xp22.2
300166	NA	NA
300167	HEPH	Xq11-q12
300168	GPC4	Xq26.1
300169	AIFM1	Xq26.1
300170	OFD1	Xp22
300171	MTMR1	Xq28
300172	CASK	Xp11.4
300173	MAGEA2	Xq28
300174	MAGEA3	Xq28
300175	MAGEA4	Xq28
300176	MAGEA6	Xq28
300177	MAGEA12	Xq28
300178	ZBED1	Xp22.33 and Yp11
300179	NA	NA
300180	ARSE	Xp22.33
300181	TSIX	Xq13.2
300182	MED14	Xp11.4
300183	NA	NA
300184	NA	NA
300185	AKAP4	Xp11.2
300186	EIF1AX	Xp22.13
300187	SRPX	Xp21.1
300188	MED12	Xq13
300189	DLG3	Xq13.1
300190	SH3BGRL	Xq13.3
300191	TSPAN6	Xq22
300192	SSX2	Xp11.22
300193	HMGB3	Xq28
300194	NA	NA
300195	AMMECR1	Xq22.3
300196	TBL1X	Xp22.3
300197	ATP6AP1	Xq28
300198	GYG2	Xp22.3
300199	RBMX	Xq26
300200	NA	NA
300201	CYSLTR1	Xq13-q21
300202	TRAPPC2	Xp22
300203	CDKL5	Xp22
300204	MID2	Xq22.1-q22.2
300205	EBP	Xp11.23-p11.22
300206	IL1RAPL1	Xp22.1-p21.3
300207	GPR50	Xq28
300208	SCML2	Xp22
300209	NA	NA
300210	NA	NA
300211	NA	NA
300212	RGN	Xp11.3
300213	FAM127A	Xq26
300214	PLXNB3	Xq28
300215	NA	NA
300216	NA	NA
300217	RAI2	Xp22
300218	NA	NA
300219	NA	NA
300220	NA	NA
300221	NA	NA
300222	ITM2A	Xq13.3-q21.2
300223	MAGEC1	Xq26
300224	MAGED1	Xp11.23
300225	NOX1	Xq22
300226	SMPX	Xp22.2-p22.1
300227	SCML1	Xp22
300228	NA	NA
300229	VCX	Xp22.31
300230	CA5B	Xp22.1
300231	SLC9A6	Xq26.3
300232	NA	NA
300233	NA	NA
300234	UXT	Xp11.23-p11.22
300235	ZXDA	Xp11.21
300236	ZXDB	Xp11.1
300237	TCEAL1	Xq22.1
300238	NA	NA
300239	EGFL6	Xp22
300240	NA	NA
300241	GPR34	Xp11.4
300242	SLC25A14	Xq24
300243	NA	NA
300244	NA	NA
300245	NA	NA
300246	PCDH11X	Xq21.3
300247	BMP15	Xp11.2
300248	IKBKG	Xq28
300249	TIMM17B	Xp11.23
300250	NA	NA
300251	NA	NA
300252	PIN4	Xq13.1
300253	GPR173	Xp11
300254	SUV39H1	Xp11.23
300255	OGT	Xq13
300256	HSD17B10	Xp11.2
300257	NA	NA
300258	NA	NA
300259	NA	NA
300260	NA	NA
300261	NA	NA
300262	NA	NA
300263	NA	NA
300264	UBQLN2	Xp11.21
300265	ZIC3	Xq24-q27.1
300266	NA	NA
300267	ARHGEF6	Xq26
300268	NA	NA
300269	HDAC8	Xq13
300270	NA	NA
300271	NA	NA
300272	HDAC6	Xp11.23
300273	NA	NA
300274	NA	NA
300275	NSDHL	Xq28
300276	EDA2R	Xq11.1
300277	IL1RAPL2	Xq22
300278	NYX	Xp11.4
300279	NA	NA
300280	NA	NA
300281	KCND1	Xp11.23
300282	ENOX2	Xq25
300283	IRAK1	Xq28
300284	RAB9A	Xp22.2
300285	RAB9B	Xq22.2
300286	KLF8	Xp11.21
300287	PAGE4	Xp11.23
300288	PAGE1	Xp11.23
300289	XAGE1E	Xp11.22
300290	NA	NA
300291	NA	NA
300292	FOXP3	Xp11.23
300293	NA	NA
300294	MBTPS2	Xp22.12-p22.11
300295	PIM2	Xp11.23
300296	PLAC1	Xq26.3
300297	APLN	Xq25
300298	UPF3B	Xq24
300299	NA	NA
300300	BTK	Xq21.33-q22
300301	NA	NA
300302	DYNLT3	Xp21
300303	RPS6KA6	Xq21.1
300304	CUL4B	Xq23
300305	SPANXA1	Xq27.2
300306	NA	NA
300307	TBX22	Xq21.1
300308	FTHL17	Xp21.2
300309	USP26	Xq26.2
300310	NA	NA
300311	TEX11	Xp11
300312	TEX13A	Xq28
300313	TEX13B	Xq22.3
300314	TAF7L	Xq22.1
300315	NXF2	Xq22.1
300316	NXF3	Xq22
300317	REPS2	Xp22.2
300318	NXF4	Xq22
300319	NXF5	Xq22
300320	NXT2	Xq22.3
300321	NA	NA
300322	NA	NA
300323	NA	NA
300324	NA	NA
300325	SSX3	Xp11.23
300326	SSX4	Xp11.23
300327	SSX5	Xp11.23
300328	KCNE5	Xq22.3
300329	ZBTB33	Xq23
300330	SPANXC	Xq27.2
300331	NA	NA
300332	ITGB1BP2	Xq12.1-q13
300333	RAB33A	Xq26
300334	TRPC5	Xq23
300335	ACE2	Xp22
300336	NLGN3	Xq13.1
300337	NA	NA
300338	CNGA2	Xq27
300339	PPP2R3B	Xp22.3 and Yp11.3
300340	MAGEA5	Xq28
300341	MAGEA8	Xq28
300342	MAGEA9	Xq28
300343	MAGEA10	Xq28
300344	MAGEA11	Xq28
300345	NA	NA
300346	HTATSF1	Xq26.3
300347	DIAPH2-AS1	Xq31.33
300348	KLHL4	Xq21.3
300349	GABRQ	Xq28
300350	CHRDL1	Xq23
300351	NA	NA
300352	NA	NA
300353	VSIG4	Xq12
300354	NA	NA
300355	NA	NA
300356	TIMM8A	Xq22
300357	CRLF2	Xp22.3 and Yp11.3
300358	WNK3	Xp11.22
300359	SAGE1	Xq26
300360	NA	NA
300361	BEX3	Xq22.2
300362	ARMCX1	Xq22.1
300363	ARMCX2	Xq22.1
300364	ARMCX3	Xq22.1
300365	TLR7	Xp22.3
300366	TLR8	Xp22
300367	NA	NA
300368	SLC9A7	Xp11.3
300369	GCNA	NA
300370	TREX2	Xq28
300371	ABCD1	Xq28
300372	NA	NA
300373	NA	NA
300374	SH3KBP1	Xp22.1-p21.3
300375	CHST7	Xp11.3
300376	NA	NA
300377	DMD	Xp21.2
300378	NA	NA
300379	RLIM	Xq13-q21
300380	CTPS2	Xp22
300381	ZNF185	Xq28
300382	ARX	Xp21.3
300383	CFP	Xp11.4
300384	EMD	Xq27.3-q28
300385	HMGN5	Xq13.3
300386	CD40LG	Xq26
300387	NA	NA
300388	NA	NA
300389	NA	NA
300390	CHM	Xq21.1-q21.3
300391	AMELX	Xp22.31-p22.1
300392	WAS	Xp11.4-p11.21
300393	GPR101	Xq26.3
300394	TAZ	Xq28
300395	THOC2	Xq25-q26.3
300396	CTAG2	Xq28
300397	NA	NA
300398	BCAP31	Xq28
300399	PCSK1N	Xp11.23
300400	NA	NA
300401	PLP1	Xq22
300402	LDOC1	Xq27
300403	NDUFB11	Xp11.3
300404	NA	NA
300405	RAB40AL	Xq22.2
300406	NA	NA
300407	PABPC5	Xq21.3
300408	GRIPAP1	Xp11.23
300409	MORF4L2	Xq22
300410	AMOT	Xq23
300411	TGIF2LX	Xq21.31
300412	NA	NA
300413	MBNL3	Xq26.2
300414	PHF6	Xq26
300415	MTM1	Xq28
300416	XAGE2	Xp11.22
300417	GPRASP1	Xq22.1
300418	GSPT2	Xp11.22
300419	NA	NA
300420	PJA1	Xq13.1
300421	NA	NA
300422	NA	NA
300423	NA	NA
300424	NA	NA
300425	NA	NA
300426	NA	NA
300427	NLGN4X	Xp22.33
300428	NA	NA
300429	ARHGEF9	Xq11.1
300430	NA	NA
300431	NA	NA
300432	NA	NA
300433	NA	NA
300434	NA	NA
300435	PGRMC1	Xq22-q24
300436	NA	NA
300437	ERAS	Xp11.23
300438	NA	NA
300439	RNF128	Xq22.3
300440	NKRF	Xq24
300441	SASH3	Xq26
300442	NA	NA
300443	SLC7A3	Xq12
300444	SLC6A14	Xq23
300445	H2AFB3	Xq28
300446	RHOXF1	Xq24
300447	RHOXF2	Xq24
300448	NA	NA
300449	NA	NA
300450	FATE1	Xq28
300451	EDA	Xq12-q13.1
300452	INGX	Xq12
300453	FAM50A	Xq28
300454	NA	NA
300455	NA	NA
300456	CCNB3	Xp11
300457	NHS	Xp22.3-p21.1
300458	NA	NA
300459	TNMD	Xq21.33-q23
300460	PCDH19	Xq22.1
300461	OTC	Xp21.1
300462	AKAP14	Xq24
300463	PQBP1	Xp11.23
300464	NA	NA
300465	NA	NA
300466	MAGEB5	Xp22
300467	MAGEB6	Xp22.12
300468	MAGEC2	Xq27
300469	MAGEC3	Xq27.2
300470	MAGED2	Xp11.2
300471	NA	NA
300472	NA	NA
300473	NR0B1	Xp21.3
300474	GK	Xp21.3
300475	NA	NA
300476	NA	NA
300477	FAM9A	Xp22.32
300478	FAM9B	Xp22.31
300479	FAM9C	Xp22.32
300480	TAB3	Xp21.2
300481	CYBB	Xp21.1
300482	GAB3	Xq28
300483	NA	NA
300484	NA	NA
300485	BCOR	Xp11.4
300486	NA	NA
300487	ACTRT1	Xq25
300488	NA	NA
300489	NA	NA
300490	SH2D1A	Xq25
300491	NA	NA
300492	FAM3A	Xq28
300493	SPANXA2	Xq27.2
300494	NA	NA
300495	NA	NA
300496	NA	NA
300497	NA	NA
300498	NA	NA
300499	FTSJ1	Xp11.23
300500	NA	NA
300501	NA	NA
300502	PDHA1	Xp22.1
300503	NA	NA
300504	NA	NA
300505	NA	NA
300506	TSC22D3	Xq22.3
300507	H2BFWT	Xq22.2
300508	UTP14A	Xq26.1
300509	NA	NA
300510	NA	NA
300511	NA	NA
300512	WDR13	Xp11.23
300513	GPR119	Xq26.1
300514	NA	NA
300515	FANCB	Xp22.2
300516	ATP11C	Xq27.1
300517	SPIN2B	Xp11.1
300518	NA	NA
300519	NA	NA
300520	CLDN2	Xq22.3-q23
300521	KIF4A	Xq13.1
300522	IQSEC2	Xp11.23
300523	NA	NA
300524	KIAA2022	Xq13.3
300525	P2RY8	Xp22.33 and Yp11.3
300526	WDR45	Xp11.23
300527	NUDT10	Xp11.22-p11.1
300528	NUDT11	Xp11.22-p11.1
300529	P2RY10	Xq21.1
300530	NA	NA
300531	SPRY3	Xq28 and Yq12
300532	VCX2	Xp22.32
300533	VCX3A	Xp22.31
300534	NA	NA
300535	OCRL	Xq25
300536	NA	NA
300537	NA	NA
300538	AVPR2	Xq28
300539	NA	NA
300540	HAUS7	Xq28
300541	SSX6	Xp11.23
300542	SSX7	Xp11.23
300543	SSX8	Xp11.22
300544	SSX9	Xp11.23
300545	HS6ST2	Xq26.2
300546	FGD1	Xp11.21
300547	STK26	Xq26.2
300548	MAGEH1	Xp11.22
300549	MAGEA2B	Xq28
300550	PHEX	Xp22.2-p22.1
300551	NA	NA
300552	MID1	Xp22
300553	BRWD3	Xq21.1
300554	NA	NA
300555	NA	NA
300556	ATP6AP2	Xp11.4
300557	NA	NA
300558	NA	NA
300559	NA	NA
300560	PHF8	Xp11.22
300561	SLITRK2	Xq27.3
300562	SLITRK4	Xq27.3
300563	NA	NA
300564	TSPYL2	Xp11
300565	TMEM257	Xq27.3
300566	LHFPL1	Xq23
300567	PGAM4	Xq21.1
300568	MIR221	Xp11.3
300569	MIR222	Xp11.3
300570	YY2	Xp22.2-p22.1
300571	NA	NA
300572	ADGRG2	Xp22.13
300573	ZNF674	Xp11.3
300574	CXCR3	Xq13
300575	RIPPLY1	Xq22.3
300576	ZDHHC15	Xq13.3
300577	NA	NA
300578	NA	NA
300579	SHROOM4	Xp11.22
300580	NA	NA
300581	NA	NA
300582	NA	NA
300583	VGLL1	Xq26.3
300584	NA	NA
300585	KRBOX4	Xp11.3
300586	ARSH	Xp22.33
300587	MCTS1	Xq24
300588	TENM1	Xq25
300589	NA	NA
300590	NA	NA
300591	NA	NA
300592	CT47A11	Xq24
300593	SPACA5	Xp11.3
300594	GAGE1	Xp11.23
300595	GAGE2C	Xp11.23 not on reference assembly
300596	GAGE3	Xp11.23 not on reference assembly
300597	GAGE4	Xp11.4-p11.2 not on reference assembly
300598	GAGE5	Xp11.4-p11.2 not on reference assembly
300599	GAGE6	Xp11.4-p11.2 not on reference assembly
300600	NA	NA
300601	GAGE7	Xp11.4-p11.2 not on reference assembly
300602	NA	NA
300603	POF1B	Xq21.2
300604	NA	NA
300605	NA	NA
300606	NA	NA
300607	NA	NA
300608	DACH2	Xq21.3
300609	MSL3	Xp22.3
300610	HNRNPH2	Xq22
300611	C1GALT1C1	Xq24
300612	NA	NA
300613	NA	NA
300614	NA	NA
300615	NA	NA
300616	LUZP4	Xq24
300617	BRCC3	Xq28
300618	JADE3	Xp11.3
300619	NA	NA
300620	VSIG1	Xq22.3
300621	SPIN2A	Xp11.1
300622	NA	NA
300623	NA	NA
300624	NA	NA
300625	CT83	Xq23
300626	ASB11	Xp22.31
300627	ZNF449	Xq26.3
300628	FRMD7	Xq26.2
300629	AP1S2	Xp22
300630	NA	NA
300631	TMEM27	Xp22
300632	PDZD11	Xq13.1
300633	NA	NA
300634	PDZD4	Xq28
300635	NA	NA
300636	NA	NA
300637	GAGE12I	Xp11.23 not on reference assembly
300638	GAGE8	Xp11 not on reference assembly
300639	NA	NA
300640	NA	NA
300641	SLC25A43	Xq24
300642	SRPX2	Xq22.1
300643	NA	NA
300644	GLA	Xq21.3-q22
300645	NA	NA
300646	ZDHHC9	Xq26.1
300647	AMER1	Xq11.1
300648	CT45A1	Xq26.3
300649	SLC38A5	Xp11.23
300650	NA	NA
300651	PORCN	Xp11.23
300652	NA	NA
300653	NA	NA
300654	FAAH2	Xp11.1
300655	KLHL13	Xq23-q24
300656	UPRT	Xq13.3
300657	CTAG1A	Xq28
300658	NDP	Xp11.4-p11.3
300659	NA	NA
300660	NA	NA
300661	NA	NA
300662	SNORA11	Xp11.21
300663	ATG4A	Xq22.3
300664	SPANXN1	Xq27.3
300665	SPANXN2	Xq27.3
300666	SPANXN3	Xq27.3
300667	SPANXN4	Xq27.3
300668	SPANXN5	Xp11.22
300669	SPANXB1	Xq27.1
300670	SPANXD	Xq27.2
300671	SPANXD	Xq27.2
300672	NA	NA
300673	NA	NA
300674	MOSPD1	Xq26.3
300675	PNMA3	Xq28
300676	NA	NA
300677	TXLNG	Xp22.2
300678	DUSP21	Xp11.4-p11.23
300679	NA	NA
300680	PNCK	Xq28
300681	DOCK11	Xq24
300682	MIR424	Xq26.3
300683	SEPT6	Xq24
300684	XKRX	Xq22
300685	PRRG3	Xq28
300686	MIR448	Xq23
300687	ERCC6L	Xq13.1
300688	BCORL1	Xq25-q26.1
300689	STARD8	Xq13.1
300690	BEX1	Xq22.1
300691	BEX2	Xq22
300692	BEX4	Xq22.1-q22.3
300693	BEX5	Xq22.1
300694	MIR223	Xq12
300695	NA	NA
300696	NA	NA
300697	HUWE1	Xp11.22
300698	TMEM47	Xp11.4
300699	NA	NA
300700	NA	NA
300701	ZCCHC12	Xq24
300702	MAGED4	Xp11
300703	NA	NA
300704	NA	NA
300705	NA	NA
300706	NA	NA
300707	NA	NA
300708	FAM58A	Xq28
300709	NA	NA
300710	NA	NA
300711	NA	NA
300712	NA	NA
300713	OTUD5	Xp11.23
300714	OTUD6A	Xq13.1
300715	MAGT1	Xq21.1
300716	NA	NA
300717	NA	NA
300718	NA	NA
300719	NA	NA
300720	GAGE2A	Xp11.23
300721	MIRLET7F2	Xp11.22
300722	MIR19B2	Xq26.2
300723	SYTL4	Xq21.33
300724	CNKSR2	Xp22.12
300725	RRAGB	Xp11.21
300726	GAGE2B	Xp11.23 not on reference assembly
300727	GAGE12C	Xp11.23
300728	GAGE12D	Xp11.23
300729	GAGE12E	Xp11.23
300730	GAGE12F	Xp11.23
300731	GAGE12G	Xp11.23
300732	GAGE12H	Xp11.23
300733	GAGE12J	Xp11.23
300734	GAGE13	Xp11.23
300735	GAGE2D	Xp11.23 not on reference assembly
300736	GAGE2E	Xp11.23
300737	GAGE10	Xp11.23
300738	PAGE2	Xp11.22
300739	PAGE3	Xp11
300740	XAGE3	Xp11.22
300741	FAM120C	Xp11.22
300742	XAGE1B	Xp11.22
300743	XAGE1B	Xp11.22
300744	XAGE1E	Xp11.22
300745	XAGE1E	Xp11.22
300746	F9	Xq26.3-q27.1
300747	STS	Xp22.32
300748	GPR82	Xp11.4
300749	NA	NA
300750	NA	NA
300751	NA	NA
300752	NA	NA
300753	APOO	Xp22.11
300754	TAF9B	Xq13.1-q21.1
300755	NA	NA
300756	NA	NA
300757	RP2	Xp11.3
300758	NA	NA
300759	MAGEE1	Xq13
300760	MAGEE2	Xq13
300761	MAGEB10	Xp21.3
300762	MAGEB16	Xp21.1
300763	MAGEB17	Xp22.2
300764	MAGEA9B	Xq28
300765	MAGED4B	Xp11
300766	NKAP	Xq24
300767	RPA4	Xq21
300768	CYLC1	Xq21.1
300769	MIR224	Xq28
300770	NA	NA
300771	TCEAL7	Xq22.1
300772	TFDP3	Xq26.2
300773	APEX2	Xp11.23
300774	RAB39B	Xq28
300775	ELF4	Xq26
300776	ALG13	Xq23
300777	TMLHE	Xq28
300778	NA	NA
300779	NA	NA
300780	CT47A1	Xq24
300781	CT47A2	Xq24
300782	CT47A3	Xq24
300783	CT47A4	Xq24
300784	CT47A5	Xq24
300785	CT47A6	Xq24
300786	CT47A7	Xq24
300787	CT47A8	Xq24
300788	CT47A9	Xq24
300789	CT47A10	Xq24
300790	CT47B1	Xq24
300791	NRK	Xq22.3
300792	MIR106A	Xq26.2
300793	CT45A2	Xq26.3
300794	CT45A3	Xq26.3
300795		NA
300796	CT45A5	Xq26.3
300797	CT45A6	Xq26.3
300798	PHKA2	Xp22.2-p22.1
300799	NA	NA
300800	NA	NA
300801	NA	NA
300802	NA	NA
300803	NA	NA
300804	NA	NA
300805	FMR1-AS1	Xq27.3
300806	AFF2	Xq28
300807	NA	NA
300808	GPR143	Xp22.3
300809	NA	NA
300810	MIR98	Xp11.22
300811	MIR105-1	Xq28
300812	MIR105-2	Xq28
300813	NA	NA
300814	NA	NA
300815	NA	NA
300816	NA	NA
300817	EFHC2	Xp11
300818	NA	NA
300819	ZNF630	Xp11.3-p11.1
300820	MAP3K15	Xp22.12
300821	OPN1MW	Xq28
300822	OPN1LW	Xq28
300823	IDS	Xq27.3-q28
300824		NA
300825	RBBP7	Xp22.22
300826	STAG2	Xq25
300827	FGF16	Xq21.1
300828	PTCHD1	Xp22.13
300829	NA	NA
300830	NA	NA
300831	NA	NA
300832	JPX	Xq13.2
300833	NA	NA
300834	NA	NA
300835	NA	NA
300836	ANOS1	Xp22.32
300837	DGKK	Xp11.22
300838	FRMPD4	Xp22.31
300839	RS1	Xp22.2-p22.1
300840	PRAF2	Xp11.23
300841	F8	Xq28
300842	NA	NA
300843	NA	NA
300844	NA	NA
300845	NA	NA
300846	CD99L2	Xq28
300847	NA	NA
300848	NA	NA
300849	NA	NA
300850	NA	NA
300851	NA	NA
300852	NA	NA
300853	NA	NA
300854	NA	NA
300855	NA	NA
300856	NA	NA
300857	NA	NA
300858	NA	NA
300859	CCDC22	Xp11.23
300860	NA	NA
300861	NA	NA
300862	ACOT9	Xp22.11
300863	NA	NA
300864	NA	NA
300865	MIR503	Xq26.3
300866	MIR510	Xq27.3
300867	NA	NA
300868	NA	NA
300869	NA	NA
300870	NA	NA
300871	FUNDC1	Xp11.4
300872	NA	NA
300873	GNL3L	Xp11.22
300874	MIR508	Xq27.3
300875	MIR509-1	Xq27.3
300876	MIR509-3	Xq27.3
300877	MIR506	Xq27.3
300878	DMRTC1	Xq13.1
300879	XG	Xp22.32
300880	PSMD10	Xq22.3
300881	NA	NA
300882	NA	NA
300883	SNX12	Xq13.1
300884	NA	NA
300885	COX7B	Xq21.1
300886	NA	NA
300887	NA	NA
300888	NA	NA
300889	ZC3H12B	Xq12
300890	ASB9	Xp22.2
300891	ASB12	Xq11.1
300892	LINC00850	Xq28
300893	MIR502	Xp11.23
300894	NA	NA
300895	NA	NA
300896	NA	NA
300897	ZC4H2	Xq11.1
300898		NA
300899	RPL39	Xq24
300900	NA	NA
300901	XACT	Xq23
300902	RPL36A	Xq22.1
300903	GPR174	Xq13.3
300904	IRS4	Xq22.3
300905	NA	NA
300906	PDK3	Xp22.12
300907	CSTF2	Xq22.1
300908	NA	NA
300909	NA	NA
300910	NA	NA
300911	NA	NA
300912	NA	NA
300913	VMA21	Xq28
300914	NA	NA
300915	NA	NA
300916	PNMA5	Xq28
300917	PNMA6A	Xq28
300918	NA	NA
300919	NA	NA
300920	ATXN3L	Xp22
300921	BHLHB9	Xq23
300922	CHIC1	Xq13.2
300923	NA	NA
300924	AWAT1	Xq13.1
300925	AWAT2	Xq13.1
300926	DGAT2L6	Xq13.1
300927	PRDX4	Xp22.11
300928	NA	NA
300929	MIR718	X
300930	MAP7D3	Xq26.3
300931	PIR	Xp22.31
300932	NA	NA
300933	PIH1D3	Xq22.3
300934	NA	NA
300935	PRRG1	Xp21.1
300936	FTX	Xq13.2
300937	ARHGAP36	Xq26.1
300938	MXRA5	Xp22.33
300939	TMSB15A	Xq21.33-q22.3
300940	GDPD2	Xq13.1
300941	SLC25A53	Xq22.2
300942	NA	NA
300943	NA	NA
300944	CSAG1	Xq28
300945	TSR2	Xp11.22
300946	NA	NA
300947	CCDC120	Xp11.23
300948	PCYT1B	Xp22
300949	FOXR2	Xp11
300950	MIR20B	Xq26.2
300951	RNF113A	Xq24
300952	NA	NA
300953	NA	NA
300954	CXorf40A	Xq28
300955	APOOL	Xq21.1
300956	BRAFP1	Xq13.3
300957	NA	NA
300958	NA	NA
300959	CXorf36	Xp11.3-p11.23
300960	NA	NA
300961	MID1IP1	Xp11.4
300962	GEMIN8	Xp22
300963	NA	NA
300964	LAS1L	Xq12
300965	RGAG1	Xq23
300966	NA	NA
300967	NA	NA
300968	NA	NA
300969	GPRASP2	Xq22.1
300970	MORC4	Xq22.3
300971	NA	NA
300972	NA	NA
300973	RHOXF1P1	Xq24
300974	PLCXD1	Xp22.33 and Yp11.32
300975	USP27X	Xp11.23
300976	FAM46D	Xq21.1
300977	NA	NA
300978	NA	NA
300979	NA	NA
300980	KLHL15	Xp22.1-p21
300981	VCX3B	Xp22.31
300982	NA	NA
300983	NA	NA
300984	NA	NA
300985	NA	NA
300986	NA	NA
300987	NA	NA
300988	NA	NA
300989	NA	NA
300990	NA	NA
300991	NA	NA
300992	NBDY	NA
301000	NA	NA
301040	NA	NA
301050	NA	NA
301090	NA	NA
301100	NA	NA
301200	NA	NA
301201	NA	NA
301220	NA	NA
301300	ALAS2	Xp11.21
301310	NA	NA
301410	NA	NA
301500	NA	NA
301590	NA	NA
301700	NA	NA
301770	ARR3	Xq13.1
301780	ARSC2	X
301790	NA	NA
301800	NA	NA
301810	NA	NA
301815	NA	NA
301820	NA	NA
301830	NA	NA
301835	NA	NA
301840	NA	NA
301845	NA	NA
301850	NA	NA
301870	BGN	Xq28
301880	NA	NA
301900	NA	NA
301940	NA	NA
301950	NA	NA
302000	NA	NA
302020	S100G	Xp22.2
302030	NA	NA
302045	NA	NA
302060	NA	NA
302200	NA	NA
302300	NA	NA
302350	NA	NA
302380	NA	NA
302400	NA	NA
302500	NA	NA
302600	NA	NA
302650	CDR1	Xq27.1
302700	NA	NA
302800	NA	NA
302801	NA	NA
302802	NA	NA
302803	NA	NA
302900	NA	NA
302905	NA	NA
302910	CLCN4	Xp22.3
302920	NA	NA
302940	NA	NA
302950	NA	NA
302960	NA	NA
303100	NA	NA
303110	NA	NA
303350	NA	NA
303400	NA	NA
303600	NA	NA
303630	COL4A5	Xq22
303631	COL4A6	Xq22
303650	NA	NA
303700	NA	NA
303800	NA	NA
303900	NA	NA
304000	NA	NA
304020	NA	NA
304030	NA	NA
304040	GJB1	Xq13.1
304050	NA	NA
304100	NA	NA
304110	NA	NA
304120	NA	NA
304150	NA	NA
304200	NA	NA
304300	NA	NA
304340	NA	NA
304350	NA	NA
304400	NA	NA
304500	NA	NA
304590	NA	NA
304600	NA	NA
304700	NA	NA
304730	NA	NA
304750	NA	NA
304790	NA	NA
304800	NA	NA
304900	NA	NA
304930	NA	NA
304950	NA	NA
304990	NA	NA
305000	NA	NA
305050	NA	NA
305100	NA	NA
305200	NA	NA
305300	NA	NA
305350	NA	NA
305360	MPP1	Xq28
305370	TIMP1	Xp11.3-p11.23
305371	GATA1	Xp11.23
305390	NA	NA
305400	NA	NA
305423	F8A1	Xq28
305424		NA
305425	NA	NA
305435	NA	NA
305450	NA	NA
305550	NA	NA
305600	NA	NA
305620	NA	NA
305645	NA	NA
305650	NA	NA
305660	GABRA3	Xq28
305670	GRPR	Xp22.2
305690	NA	NA
305700	NA	NA
305800	NA	NA
305900	G6PD	Xq28
305910	NA	NA
305915	GRIA3	Xq25
305920	NA	NA
305980	NA	NA
305990	GLRA2	Xp22.2
306000	NA	NA
306100	NA	NA
306190	NA	NA
306250	CSF2RA	Xp22.32 and Yp11.3
306300	NA	NA
306400	NA	NA
306480	PUDP	Xp22.32
306500	NA	NA
306600	NA	NA
306700	NA	NA
306800	NA	NA
306900	NA	NA
306930	NA	NA
306950	NA	NA
306955	NA	NA
306960	NA	NA
306970	NA	NA
306980	NA	NA
306990	NA	NA
306995	NA	NA
307000	NA	NA
307010	NA	NA
307030	NA	NA
307150	NA	NA
307200	NA	NA
307300	NA	NA
307500	NA	NA
307600	NA	NA
307700	NA	NA
307800	NA	NA
307810	NA	NA
307830	NA	NA
308000	HPRT1	Xq26.2
308050	NA	NA
308100	NA	NA
308200	NA	NA
308205	NA	NA
308210	NA	NA
308220	NA	NA
308230	NA	NA
308240	NA	NA
308250	NA	NA
308280	NA	NA
308290	NA	NA
308300	NA	NA
308310	NA	NA
308350	NA	NA
308370	NA	NA
308380	IL2RG	Xq13
308385	IL3RA	Xp22.3 and Yp13.3
308400	NA	NA
308500	NA	NA
308600	NA	NA
308700	NA	NA
308750	NA	NA
308800	NA	NA
308830	NA	NA
308840	L1CAM	Xq28
308850	NA	NA
308905	NA	NA
308930	NA	NA
308940	NA	NA
308950	NA	NA
308960	NA	NA
308980	NA	NA
308990	NA	NA
309000	NA	NA
309050	NA	NA
309060	LAMP2	Xq24
309100	NA	NA
309120	NA	NA
309150	NA	NA
309200	NA	NA
309300	NA	NA
309350	NA	NA
309400	NA	NA
309470	NA	NA
309480	NA	NA
309490	NA	NA
